,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_snow_depth,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max
21926,7,7.0,0.84,1.0233,0.33,0.07,0,0.0,6.0,2.8,8.3
21927,6,5.5,0.84,1.0188,0.16,0.02,0,1.0,7.3,5.0,9.3
21928,8,8.3,0.78,1.0076,0.24,0.08,0,0.0,10.2,8.6,12.8
21929,6,7.8,0.72,1.0119,0.15,0.15,0,1.5,11.1,4.5,13.4
21930,2,5.1,0.82,1.0246,0.39,0.0,0,7.1,7.9,2.0,12.0
21931,5,6.2,0.79,1.017,0.58,0.18,0,0.0,8.6,3.0,10.1
21932,5,4.5,0.86,1.0242,0.11,0.24,0,1.5,4.4,1.4,7.0
21933,4,1.9,0.93,1.0368,0.29,0.0,0,0.8,2.1,-2.3,6.4
21934,7,1.1,0.99,1.0473,0.33,0.0,0,0.0,2.0,-2.7,4.3
21935,0,1.9,0.89,1.043,0.33,0.0,0,7.4,0.4,-4.5,5.6
21936,8,1.8,0.98,1.0378,0.69,0.0,0,0.0,-0.2,-3.1,2.2
21937,8,2.4,0.91,1.0332,0.17,0.0,0,0.0,2.7,-1.6,4.4
21938,7,3.1,0.88,1.0249,0.14,0.0,0,0.0,0.7,-2.1,1.4
21939,8,3.0,0.93,1.0225,0.13,0.0,0,0.0,2.0,0.9,3.7
21940,5,4.9,0.86,1.0172,0.21,0.24,0,4.8,5.0,0.8,9.3
21941,8,6.0,0.88,1.0081,0.53,0.45,0,0.0,7.5,5.8,9.2
21942,6,7.7,0.81,0.9954,0.14,0.36,0,0.6,5.4,3.4,7.7
21943,7,6.4,0.79,1.0063,0.3,0.01,0,1.4,4.8,2.6,6.9
21944,8,6.5,0.82,1.0095,0.42,0.18,0,1.8,8.3,5.7,12.6
21945,7,6.9,0.81,1.008,0.51,0.13,0,0.4,11.9,10.5,13.3
21946,6,7.0,0.83,1.0053,0.29,1.55,0,0.1,11.2,7.8,12.6
21947,8,6.7,0.84,1.0088,0.19,0.44,0,0.0,9.6,6.4,13.1
21948,7,6.3,0.81,1.0116,0.17,0.79,0,0.5,9.8,5.2,11.9
21949,6,4.6,0.88,1.013,0.38,0.13,0,1.0,4.7,1.3,7.1
21950,5,2.2,0.86,1.034,0.42,0.0,0,5.9,4.1,0.9,7.8
21951,6,2.1,0.84,1.0331,0.77,0.0,0,0.0,4.0,-0.7,6.6
21952,0,5.0,0.73,1.0276,0.41,0.0,0,8.4,3.9,-1.9,9.1
21953,6,6.7,0.71,1.0208,0.96,0.0,0,1.8,6.8,3.0,10.2
21954,7,10.4,0.72,1.0088,0.46,0.79,0,1.6,10.5,6.3,14.2
21955,7,11.7,0.73,0.9949,0.44,1.29,0,1.3,8.2,3.0,12.0
21956,5,10.8,0.65,1.0032,0.54,0.34,0,3.1,5.3,2.0,8.1
21957,4,8.1,0.69,1.0132,0.7,0.0,0,3.4,4.9,1.5,7.9
21958,7,6.5,0.86,1.0066,0.62,0.84,0,0.1,5.0,2.3,7.3
21959,8,4.7,0.83,1.0165,0.24,0.02,0,0.0,6.9,5.5,8.2
21960,7,7.0,0.72,1.0187,0.4,0.14,0,4.8,9.2,5.5,13.6
21961,8,10.2,0.7,1.0049,0.8,0.92,0,0.0,13.8,7.8,18.0
21962,6,8.0,0.74,1.0122,0.15,0.24,0,3.4,8.5,6.3,11.6
21963,6,8.6,0.74,1.0204,0.73,0.55,0,1.2,7.3,5.6,8.8
21964,6,6.6,0.77,1.0182,0.53,0.05,0,3.0,5.8,2.6,7.9
21965,8,7.9,0.81,1.0155,0.64,0.38,0,0.8,7.9,4.7,11.1
21966,5,7.1,0.75,1.0238,0.59,0.0,0,3.2,6.2,2.7,9.0
21967,7,9.1,0.73,1.0212,0.69,0.78,0,0.2,8.5,5.6,10.0
21968,7,9.3,0.86,1.016,0.24,2.0,0,0.0,9.6,4.6,12.6
21969,7,6.5,0.86,1.0165,0.16,0.17,0,0.0,7.1,1.7,11.8
21970,6,7.0,0.77,1.001,0.32,0.93,0,4.5,7.6,3.4,10.8
21971,7,6.2,0.91,0.998,0.93,0.44,0,0.3,3.0,0.5,5.2
21972,8,4.5,0.92,1.0021,0.46,1.2,0,0.0,2.5,0.4,5.2
21973,6,6.7,0.82,1.0136,0.42,0.5,0,4.1,3.9,-0.1,7.4
21974,6,8.5,0.77,0.9957,0.91,0.15,0,1.2,8.6,4.7,13.9
21975,6,7.3,0.74,0.9943,0.66,0.49,0,0.9,7.0,4.8,10.1
21976,7,5.0,0.86,0.9915,0.75,0.7,0,0.4,6.3,3.0,10.1
21977,4,4.5,0.82,1.0016,0.76,0.01,0,6.4,4.6,1.3,8.6
21978,7,4.3,0.8,1.01,1.2,0.07,0,4.3,6.2,1.5,10.5
21979,8,4.7,0.87,0.9982,0.04,1.24,0,0.0,6.1,4.8,7.9
21980,7,4.6,0.88,0.9939,0.36,0.11,0,0.0,5.3,3.2,7.1
21981,5,3.9,0.73,1.0162,0.18,0.0,0,5.0,6.4,0.5,9.7
21982,8,6.2,0.8,1.0137,0.0,0.34,0,1.8,8.8,7.4,12.5
21983,7,5.4,0.79,1.0123,0.71,0.56,0,2.2,7.8,6.2,10.2
21984,8,8.3,0.9,1.0073,0.71,1.76,0,0.0,10.1,6.1,13.2
21985,8,3.9,0.92,1.0107,0.3,0.51,0,1.5,11.8,9.0,15.1
21986,5,9.3,0.63,1.01,0.01,0.01,0,6.1,10.2,5.2,13.5
21987,6,6.8,0.75,1.016,0.09,0.19,0,2.0,7.2,3.3,10.9
21988,4,4.2,0.76,1.0208,0.91,0.0,0,6.9,7.2,1.0,12.3
21989,6,6.3,0.66,1.0153,1.42,0.0,0,2.8,10.4,6.6,14.8
21990,5,3.0,0.68,1.0181,1.25,0.0,0,9.2,11.0,6.0,16.8
21991,5,3.2,0.65,1.0287,1.69,0.0,0,10.0,9.9,4.0,14.9
21992,4,3.9,0.67,1.0275,1.93,0.0,0,10.6,10.4,4.6,16.9
21993,5,2.2,0.75,1.0251,1.95,0.0,0,4.7,10.9,4.0,16.9
21994,8,5.2,0.81,1.0251,1.26,0.16,0,0.0,8.0,5.1,10.1
21995,2,6.7,0.64,1.0273,0.58,0.0,0,10.8,5.8,0.8,9.9
21996,0,5.1,0.5,1.0301,2.11,0.0,0,10.7,4.9,-1.3,11.4
21997,0,5.7,0.37,1.0332,2.22,0.0,0,10.7,4.8,-0.1,10.5
21998,1,5.1,0.35,1.0316,2.21,0.0,0,10.8,5.7,0.3,11.4
21999,2,4.7,0.33,1.0269,2.26,0.0,0,10.6,6.6,1.1,12.3
22000,0,5.7,0.45,1.0226,2.25,0.0,0,10.8,6.3,-0.8,12.0
22001,0,5.2,0.5,1.0195,2.19,0.0,0,10.5,10.1,3.1,16.9
22002,0,5.6,0.58,1.0214,2.06,0.0,0,10.7,9.3,4.4,14.5
22003,5,6.6,0.69,1.028,1.91,0.11,0,1.0,3.4,-1.5,5.3
22004,4,2.4,0.67,1.0308,0.86,0.04,0,5.5,2.7,-5.5,8.4
22005,2,3.6,0.66,1.0292,1.8,0.0,0,11.3,4.5,-1.5,9.4
22006,1,1.7,0.63,1.0228,2.46,0.0,0,11.7,3.8,-3.9,10.9
22007,6,3.1,0.71,1.0148,0.2,0.0,0,1.8,5.3,-1.7,10.9
22008,6,4.1,0.68,1.0151,1.37,0.0,0,1.5,8.1,0.5,12.0
22009,1,2.4,0.61,1.0239,1.37,0.0,0,12.2,7.1,-2.3,15.6
22010,0,4.9,0.48,1.0221,2.57,0.0,0,12.2,12.5,1.5,20.3
22011,1,5.2,0.43,1.0192,2.7,0.0,0,12.2,16.5,10.6,23.4
22012,2,2.1,0.7,1.0294,2.61,0.0,0,9.5,14.5,6.9,20.6
22013,1,2.3,0.56,1.025,2.32,0.0,0,12.1,16.5,8.4,24.5
22014,2,2.7,0.63,1.024,2.61,0.0,0,12.0,14.6,6.7,21.7
22015,2,3.4,0.56,1.026,2.65,0.0,0,12.4,14.0,6.9,20.1
22016,1,1.7,0.49,1.0238,2.68,0.0,0,12.5,13.7,1.5,23.9
22017,2,2.0,0.55,1.0162,2.69,0.0,0,10.0,15.4,6.0,23.5
22018,3,5.5,0.59,1.0193,2.6,0.01,0,7.4,8.5,2.5,11.5
22019,6,2.8,0.61,1.0264,2.01,0.0,0,2.8,6.3,0.5,11.0
22020,4,1.5,0.62,1.0244,1.78,0.0,0,11.3,9.0,-1.1,18.6
22021,4,2.3,0.47,1.0169,2.88,0.0,0,11.1,15.1,5.8,23.8
22022,2,4.2,0.56,1.0164,2.8,0.0,0,12.7,14.1,7.3,20.5
22023,4,2.2,0.69,1.0153,2.64,0.05,0,3.7,13.3,7.1,19.0
22024,4,4.1,0.66,1.0175,1.63,0.0,0,6.2,13.2,7.1,19.1
22025,0,7.0,0.4,1.0187,2.08,0.0,0,13.2,13.0,6.1,19.6
22026,0,6.8,0.4,1.0175,3.16,0.0,0,13.2,14.2,7.4,21.0
22027,0,6.0,0.41,1.0194,3.19,0.0,0,13.3,15.2,6.9,22.5
22028,2,2.0,0.53,1.0194,3.23,0.0,0,12.8,14.6,4.1,24.2
22029,4,3.1,0.6,1.0131,3.18,0.0,0,12.8,13.6,4.8,20.7
22030,4,2.9,0.62,1.0137,2.86,0.0,0,8.5,10.3,4.2,16.3
22031,0,1.7,0.66,1.0114,2.74,0.0,0,13.4,11.2,3.7,19.2
22032,2,2.2,0.61,1.0081,3.21,0.0,0,12.9,13.5,3.1,22.3
22033,6,2.2,0.82,1.0038,3.03,0.32,0,1.4,12.9,6.0,20.6
22034,7,5.6,0.74,1.0048,1.28,0.16,0,2.3,13.8,10.6,17.6
22035,7,5.9,0.77,1.0016,1.65,0.58,0,4.3,11.6,8.1,17.0
22036,6,5.7,0.75,1.001,2.01,0.58,0,4.6,10.8,8.0,15.6
22037,5,5.0,0.79,1.0079,2.05,0.08,0,5.0,10.1,4.8,13.7
22038,6,2.2,0.73,1.0173,1.95,0.04,0,4.0,11.3,3.7,16.9
22039,5,3.5,0.71,1.0178,2.19,0.0,0,5.3,11.9,7.2,16.2
22040,2,3.7,0.6,1.0214,2.2,0.0,0,13.9,9.4,2.2,15.0
22041,0,2.1,0.54,1.0246,3.59,0.0,0,13.9,11.1,1.9,18.3
22042,3,1.3,0.59,1.0241,3.55,0.0,0,11.8,13.0,2.0,21.5
22043,6,1.9,0.57,1.0185,3.4,0.0,0,8.3,15.2,5.6,22.9
22044,5,2.5,0.56,1.0129,2.96,0.0,0,12.8,17.5,9.5,24.9
22045,7,3.3,0.76,1.0061,2.84,0.27,0,1.0,15.1,7.1,20.9
22046,5,7.8,0.53,1.0116,1.56,0.0,0,7.4,8.8,3.8,13.6
22047,4,1.9,0.64,1.019,2.57,0.0,0,6.9,7.2,-1.1,12.8
22048,4,2.7,0.66,1.0138,2.53,0.0,0,6.6,8.3,0.4,14.8
22049,1,4.4,0.53,1.0188,2.56,0.0,0,13.4,9.4,2.0,14.9
22050,2,3.7,0.55,1.0213,3.67,0.0,0,11.1,10.1,3.2,16.7
22051,3,2.8,0.62,1.0229,3.37,0.0,0,8.8,11.5,2.2,18.7
22052,2,1.8,0.64,1.0238,2.8,0.0,0,10.4,11.9,2.3,19.0
22053,4,3.3,0.56,1.0228,3.1,0.0,0,12.9,16.1,5.3,23.8
22054,4,2.8,0.57,1.0219,3.63,0.0,0,9.0,16.8,6.8,24.1
22055,5,2.2,0.71,1.0225,2.96,0.0,0,2.6,16.4,9.5,20.5
22056,2,1.8,0.61,1.0213,2.05,0.0,0,14.8,18.8,8.3,27.5
22057,7,4.9,0.68,1.0182,3.46,0.03,0,0.9,19.6,12.8,28.7
22058,5,5.8,0.5,1.022,1.63,0.0,0,4.2,15.9,10.3,20.3
22059,6,5.4,0.74,1.0282,2.0,0.02,0,2.9,13.3,9.2,17.2
22060,5,3.8,0.73,1.0328,1.49,0.0,0,4.2,15.6,8.6,20.7
22061,2,2.3,0.63,1.0348,2.22,0.0,0,14.9,15.4,6.3,22.8
22062,2,2.9,0.57,1.0329,3.9,0.0,0,12.8,17.7,7.6,24.4
22063,1,4.8,0.48,1.0324,0.56,0.0,0,14.8,15.9,9.7,21.9
22064,1,3.5,0.45,1.0279,3.9,0.0,0,15.0,16.6,9.0,23.0
22065,1,4.2,0.45,1.0237,3.84,0.0,0,15.0,17.0,7.8,23.9
22066,5,5.0,0.5,1.0225,3.86,0.0,0,13.8,16.3,9.1,21.7
22067,3,3.2,0.5,1.0215,3.8,0.0,0,13.7,19.4,9.5,26.5
22068,6,2.1,0.47,1.0166,4.09,0.0,0,14.0,21.5,10.5,29.2
22069,7,3.9,0.52,1.0059,3.82,0.0,0,9.8,20.0,13.3,26.3
22070,8,3.6,0.86,0.9974,2.82,0.28,0,0.0,13.7,9.6,16.1
22071,6,5.3,0.85,0.9961,0.67,1.62,0,3.1,10.3,6.3,13.2
22072,5,6.2,0.62,1.0001,1.51,0.23,0,7.0,12.9,8.3,18.1
22073,6,4.9,0.61,1.0065,2.59,0.0,0,2.8,14.2,10.9,19.2
22074,6,2.5,0.76,1.0138,1.99,0.03,0,2.6,14.4,11.1,19.4
22075,7,3.6,0.74,1.0172,1.91,0.0,0,2.0,15.1,11.4,19.6
22076,7,2.4,0.77,1.0157,1.85,0.01,0,0.0,15.6,11.7,18.3
22077,7,1.7,0.79,1.0111,1.08,0.06,0,0.3,16.6,13.8,20.1
22078,3,3.2,0.62,1.0074,1.44,0.02,0,12.7,21.1,11.2,28.7
22079,5,2.3,0.65,1.0103,3.46,0.0,0,7.4,21.4,16.1,26.6
22080,7,3.7,0.77,1.0132,2.29,0.04,0,0.0,19.2,16.4,22.2
22081,7,2.1,0.69,1.0164,1.19,0.03,0,0.2,19.6,15.8,24.3
22082,7,2.1,0.8,1.0155,1.69,0.02,0,1.0,18.8,14.0,21.9
22083,7,2.6,0.8,1.0118,1.72,0.51,0,4.3,19.0,13.1,25.3
22084,7,2.8,0.77,1.0111,2.34,0.1,0,2.6,18.7,15.0,22.7
22085,4,3.6,0.68,1.0153,2.31,0.01,0,13.4,19.4,13.2,24.4
22086,3,2.5,0.65,1.0206,3.64,0.0,0,9.7,18.1,12.7,23.7
22087,4,3.2,0.61,1.0198,3.35,0.44,0,8.5,20.4,10.2,26.9
22088,5,2.6,0.74,1.0242,2.86,0.0,0,6.9,18.2,12.9,24.1
22089,1,2.1,0.58,1.025,2.94,0.0,0,15.4,21.0,10.3,28.3
22090,1,3.5,0.52,1.0224,4.06,0.0,0,15.5,22.9,13.4,30.3
22091,2,3.2,0.57,1.0186,4.18,0.0,0,11.0,23.2,13.7,31.0
22092,3,3.8,0.5,1.0121,3.52,0.0,0,12.1,24.8,15.3,32.1
22093,7,6.0,0.6,1.0098,3.8,0.01,0,5.8,24.0,20.2,29.5
22094,6,5.7,0.61,1.0124,2.45,0.2,0,4.4,19.6,15.1,23.2
22095,4,5.8,0.6,1.0126,1.95,0.06,0,6.2,17.3,12.9,21.9
22096,6,7.2,0.61,1.0102,2.72,0.54,0,3.8,17.9,12.2,23.1
22097,7,5.2,0.88,1.0073,2.01,1.71,0,1.6,18.7,15.5,22.9
22098,5,4.2,0.78,1.011,1.19,0.02,0,4.9,17.1,13.0,22.9
22099,6,3.9,0.74,1.0171,1.85,0.0,0,4.3,17.0,11.8,23.1
22100,8,6.9,0.71,1.0157,1.84,0.05,0,0.0,18.9,15.3,22.3
22101,6,8.6,0.76,1.0117,1.11,0.1,0,2.9,20.3,15.8,23.5
22102,5,6.4,0.7,1.0157,1.55,0.17,0,4.9,15.3,11.9,19.3
22103,5,3.4,0.69,1.0203,2.12,0.18,0,4.3,15.6,7.4,21.0
22104,8,3.0,0.92,1.0163,1.77,0.5,0,0.0,14.7,12.7,17.2
22105,7,4.9,0.82,1.0135,1.09,0.0,0,0.8,18.8,15.7,22.8
22106,6,4.7,0.79,1.0126,1.68,0.12,0,3.6,16.9,8.9,20.2
22107,3,2.0,0.71,1.0236,1.88,0.0,0,7.9,14.7,7.3,20.9
22108,2,2.1,0.65,1.0274,2.68,0.0,0,12.1,15.9,8.0,22.8
22109,2,1.8,0.58,1.0231,3.49,0.0,0,13.4,18.5,8.8,25.9
22110,6,2.0,0.76,1.0158,3.54,0.33,0,2.9,16.5,10.5,22.8
22111,6,2.8,0.7,1.0144,1.9,0.01,0,4.8,16.8,12.7,21.5
22112,8,2.5,0.9,1.0169,2.14,0.2,0,0.0,15.8,13.8,18.6
22113,7,2.1,0.8,1.0206,0.9,0.0,0,0.0,18.0,15.0,21.6
22114,6,1.8,0.64,1.0191,1.87,0.0,0,10.6,21.6,14.8,27.9
22115,4,3.2,0.65,1.0156,2.85,0.04,0,11.0,21.9,14.3,28.3
22116,5,3.6,0.63,1.0189,2.98,0.0,0,7.5,18.2,12.3,23.7
22117,2,2.5,0.61,1.0235,2.95,0.0,0,11.4,16.5,8.4,22.7
22118,4,2.7,0.6,1.0231,3.31,0.0,0,12.2,16.8,9.6,23.2
22119,3,1.6,0.57,1.0177,3.35,0.0,0,13.5,18.9,8.5,26.5
22120,6,3.4,0.67,1.0122,3.61,0.04,0,3.2,19.7,16.6,25.4
22121,7,3.9,0.7,1.0119,2.03,0.56,0,0.5,20.4,14.5,24.4
22122,5,5.1,0.74,1.0104,1.56,0.0,0,6.3,19.7,14.9,24.0
22123,6,3.5,0.62,1.013,2.62,0.03,0,2.0,21.1,14.6,29.0
22124,6,5.6,0.61,1.0114,1.88,0.0,0,5.5,20.1,14.7,23.9
22125,4,3.9,0.58,1.0193,2.47,0.0,0,10.8,18.2,12.4,23.2
22126,3,1.8,0.54,1.0203,2.99,0.0,0,13.8,20.2,10.4,28.6
22127,1,2.5,0.48,1.0164,3.54,0.02,0,14.4,25.2,13.3,35.4
22128,5,4.2,0.54,1.0134,3.42,0.0,0,7.0,26.0,20.6,31.7
22129,6,3.7,0.63,1.0148,2.28,0.0,0,3.0,20.5,13.8,24.3
22130,5,2.4,0.62,1.0136,1.95,0.01,0,6.5,17.9,10.1,24.6
22131,2,2.6,0.59,1.0164,2.45,0.0,0,10.2,17.9,11.8,23.5
22132,1,4.0,0.42,1.0164,3.05,0.0,0,13.8,22.5,12.9,30.1
22133,2,3.7,0.39,1.0184,3.51,0.0,0,13.9,25.5,18.3,32.2
22134,0,2.1,0.42,1.0193,3.41,0.0,0,13.8,26.6,16.0,35.0
22135,1,2.1,0.43,1.0185,3.4,0.0,0,13.5,27.7,16.4,36.9
22136,5,2.5,0.52,1.0166,3.02,0.0,0,3.3,27.1,21.9,35.3
22137,4,3.0,0.56,1.0144,1.98,0.0,0,11.9,27.0,18.1,34.4
22138,4,3.1,0.61,1.0143,2.7,0.06,0,8.3,26.8,20.1,35.6
22139,4,3.3,0.64,1.0142,2.42,0.03,0,9.4,25.9,19.7,33.2
22140,6,2.8,0.7,1.0116,2.65,2.36,0,6.1,24.6,20.2,33.9
22141,5,2.9,0.7,1.0125,2.2,0.0,0,8.0,24.5,19.3,30.0
22142,6,2.0,0.84,1.0144,2.23,0.27,0,2.1,22.1,19.5,27.9
22143,5,2.4,0.72,1.011,1.55,0.0,0,7.0,24.1,18.7,32.0
22144,6,2.5,0.79,1.0096,2.38,0.27,0,3.0,20.8,15.9,28.3
22145,4,3.6,0.73,1.0109,1.76,0.0,0,7.4,19.9,15.3,25.7
22146,5,4.2,0.61,1.0096,2.43,0.0,0,10.5,22.4,15.4,28.6
22147,7,4.8,0.63,1.0073,2.72,0.13,0,2.8,25.9,20.4,30.2
22148,6,4.9,0.66,1.0085,1.85,0.06,0,3.3,25.1,21.5,30.7
22149,6,6.3,0.63,1.0143,1.61,0.03,0,6.7,21.2,17.2,26.0
22150,6,5.9,0.72,1.0162,2.15,0.02,0,3.0,18.2,15.4,21.9
22151,6,5.6,0.71,1.0157,1.51,0.0,0,2.2,17.5,12.8,22.2
22152,6,5.1,0.74,1.0107,1.43,0.08,0,1.0,18.4,13.5,22.4
22153,6,10.1,0.69,1.0084,1.12,0.06,0,0.2,17.8,13.8,20.7
22154,6,2.4,0.73,1.0153,0.91,0.08,0,3.1,17.2,11.7,23.2
22155,6,6.0,0.67,1.0026,1.55,0.02,0,6.6,17.8,12.6,22.7
22156,4,4.4,0.68,1.0037,1.84,0.0,0,4.2,16.2,9.6,22.2
22157,6,2.3,0.81,1.0094,1.65,1.16,0,2.0,15.2,8.5,21.5
22158,7,3.8,0.74,1.0176,1.35,0.0,0,3.2,16.2,13.1,19.8
22159,6,2.1,0.71,1.0192,1.44,0.0,0,3.1,15.3,10.0,19.7
22160,2,1.5,0.68,1.0185,1.48,0.0,0,11.3,15.8,8.6,23.5
22161,7,4.5,0.83,1.0192,2.25,0.68,0,0.0,15.2,10.2,20.1
22162,7,4.4,0.83,1.0202,0.59,0.69,0,0.1,19.0,16.1,20.7
22163,5,3.1,0.77,1.0187,1.0,0.09,0,3.7,14.9,8.4,20.2
22164,3,2.2,0.73,1.0201,1.52,0.0,0,6.8,13.5,7.9,20.4
22165,1,2.4,0.72,1.0236,1.84,0.0,0,11.3,14.6,7.2,21.6
22166,4,3.2,0.8,1.0254,2.14,0.0,0,1.4,16.1,11.4,21.2
22167,6,3.3,0.84,1.0221,1.0,0.03,0,1.4,17.9,12.5,23.2
22168,2,2.0,0.7,1.0224,1.28,0.0,0,11.2,15.4,7.8,21.0
22169,1,1.9,0.73,1.0176,0.25,0.0,0,10.7,15.2,5.9,23.4
22170,2,3.0,0.74,1.0191,2.16,0.0,0,9.8,15.8,10.3,22.0
22171,4,2.2,0.74,1.0252,2.1,0.0,0,10.9,17.0,9.2,26.6
22172,4,2.6,0.63,1.0238,0.29,0.0,0,11.1,21.1,10.5,31.6
22173,2,1.9,0.53,1.0195,2.14,0.0,0,10.7,24.1,16.6,34.0
22174,2,3.9,0.65,1.0194,2.06,0.0,0,9.7,21.3,16.0,27.1
22175,2,5.4,0.59,1.0269,1.9,0.0,0,11.1,15.6,11.3,20.4
22176,1,3.5,0.53,1.0242,2.1,0.0,0,11.2,15.8,8.1,25.0
22177,0,2.6,0.5,1.0185,2.12,0.0,0,11.2,17.3,7.6,27.4
22178,2,2.4,0.56,1.0166,2.06,0.0,0,11.2,16.1,5.2,25.4
22179,0,1.2,0.6,1.0157,1.98,0.0,0,11.1,16.5,7.5,26.2
22180,0,1.7,0.64,1.0107,1.99,0.0,0,10.7,16.5,9.0,25.9
22181,5,4.4,0.62,1.0051,1.8,0.15,0,4.8,18.4,10.7,25.4
22182,5,6.6,0.63,1.002,1.32,0.25,0,8.1,16.4,11.8,20.4
22183,6,6.8,0.76,0.9969,1.6,0.27,0,5.3,11.7,9.2,15.9
22184,8,4.1,0.91,0.9969,1.25,3.06,0,0.0,10.8,9.6,12.5
22185,7,3.1,0.82,1.0002,0.43,0.0,0,0.2,12.1,10.0,14.6
22186,7,3.1,0.81,1.0097,0.66,0.11,0,0.0,12.2,11.0,13.3
22187,6,3.8,0.89,1.0153,0.35,0.52,0,0.4,12.2,9.8,15.1
22188,6,4.2,0.84,1.0147,0.44,0.11,0,1.6,15.4,12.4,19.3
22189,6,5.3,0.82,1.0034,0.98,0.31,0,0.4,13.9,10.6,17.7
22190,6,4.1,0.77,0.9949,0.58,0.0,0,1.5,14.6,7.1,18.6
22191,7,3.9,0.88,0.9898,0.77,1.01,0,0.2,13.0,10.6,16.0
22192,6,7.5,0.75,0.9921,0.34,0.02,0,1.2,12.4,10.6,15.7
22193,7,5.9,0.82,0.9995,0.7,0.21,0,0.1,12.0,10.8,14.5
22194,7,6.5,0.81,1.0004,0.4,0.28,0,2.8,13.1,11.9,16.5
22195,6,5.7,0.85,1.0092,0.71,0.39,0,0.5,12.0,8.4,15.2
22196,7,7.1,0.85,1.0146,0.53,0.15,0,0.1,13.5,8.9,17.7
22197,6,2.3,0.85,1.0177,0.39,0.07,0,2.1,12.3,8.3,16.1
22198,5,5.5,0.78,1.0191,0.85,0.09,0,4.6,10.2,6.7,13.9
22199,7,3.5,0.85,1.0199,1.0,0.05,0,2.9,9.7,6.7,14.1
22200,7,2.3,0.87,1.0199,0.98,0.06,0,1.9,9.8,6.8,14.3
22201,6,4.0,0.84,1.0141,0.85,0.0,0,6.6,8.7,4.7,13.2
22202,7,4.0,0.81,1.0169,1.03,0.01,0,0.0,8.9,5.8,11.4
22203,8,4.0,0.8,1.0195,0.53,0.0,0,0.0,9.2,8.0,10.3
22204,7,2.9,0.79,1.0222,0.44,0.0,0,0.0,9.2,7.3,11.7
22205,7,1.2,0.83,1.0211,0.52,0.0,0,0.1,8.8,6.5,11.4
22206,7,2.5,0.87,1.0222,0.57,0.0,0,0.0,8.7,4.2,11.8
22207,6,2.7,0.81,1.0213,0.56,0.0,0,2.2,10.0,6.3,13.9
22208,8,6.6,0.78,1.011,0.73,0.4,0,0.2,11.5,8.7,13.2
22209,6,7.4,0.74,1.0047,0.26,0.16,0,1.8,15.9,11.9,21.5
22210,6,4.5,0.81,1.011,0.44,0.09,0,0.5,16.0,11.9,19.7
22211,6,2.5,0.94,1.0114,0.43,0.49,0,0.5,14.0,11.7,16.8
22212,6,6.0,0.81,1.012,0.38,0.0,0,0.0,13.9,10.9,16.1
22213,7,6.5,0.8,1.0042,0.36,0.35,0,0.0,13.4,10.6,15.8
22214,7,5.6,0.75,1.0021,0.18,0.0,0,0.7,11.1,9.6,12.6
22215,7,6.9,0.74,1.005,0.47,0.03,0,0.8,11.0,8.8,13.3
22216,6,7.2,0.77,1.0067,0.51,0.31,0,3.3,12.4,9.7,15.2
22217,6,6.1,0.85,1.0138,0.7,0.78,0,2.6,10.9,8.8,12.8
22218,8,6.5,0.83,1.0187,0.51,0.01,0,0.0,14.4,12.8,16.0
22219,6,4.9,0.78,1.0197,0.32,0.11,0,4.7,14.4,11.3,16.8
22220,7,5.3,0.83,1.0122,0.79,0.19,0,0.0,15.1,11.5,18.4
22221,7,8.1,0.78,1.0091,0.26,0.2,0,0.1,17.4,9.9,21.0
22222,3,5.6,0.77,1.0214,0.34,0.0,0,5.3,9.5,5.1,13.7
22223,1,2.3,0.86,1.0311,0.81,0.0,0,8.0,5.8,1.0,11.6
22224,2,1.4,0.9,1.0388,0.94,0.0,0,7.8,4.3,-0.9,11.2
22225,4,1.6,0.78,1.0339,0.91,0.0,0,7.8,6.8,1.1,14.1
22226,1,4.5,0.64,1.0244,0.9,0.0,0,7.7,10.5,7.0,16.9
22227,5,3.3,0.74,1.0225,0.79,0.04,0,4.5,11.5,7.7,16.2
22228,5,1.9,0.89,1.0232,0.58,0.03,0,1.8,12.6,8.7,18.7
22229,3,2.7,0.85,1.025,0.51,0.0,0,7.7,11.8,8.8,16.4
22230,6,3.8,0.9,1.0249,0.76,0.0,0,0.6,10.8,9.2,13.2
22231,5,6.3,0.81,1.018,0.41,0.02,0,1.3,10.2,6.4,14.3
22232,6,5.3,0.84,1.0176,0.43,0.0,0,3.3,10.3,5.8,13.9
22233,6,5.2,0.78,1.0161,0.48,0.0,0,4.3,13.9,12.1,16.3
22234,6,7.4,0.73,1.0071,0.57,0.62,0,2.8,13.6,9.0,17.0
22235,6,6.1,0.82,1.0122,0.42,0.1,0,0.8,10.5,8.7,12.2
22236,8,6.4,0.83,1.0237,0.26,0.0,0,0.0,11.5,9.8,12.7
22237,5,5.6,0.73,1.023,0.21,0.0,0,7.5,12.6,10.6,15.2
22238,6,5.7,0.79,1.0211,0.68,0.19,0,0.0,9.1,4.5,14.1
22239,4,2.8,0.85,1.0342,0.22,0.0,0,2.0,4.6,1.0,8.6
